岗位名称,类别,职位名称,所属地,专业学科,学历要求,岗位描述
试剂质检师实验操作员,正式,医疗/健康,济南市,生物工程,本科及以上,免疫学、生物技术、生物工程、生物制药，医学检验，等专业均可。负责体外诊断试剂的研发、技术改进，质检，编写生产过程中的文件以及申报资料等。
,正式,医疗/健康,济南市,生物技术,本科及以上,免疫学、生物技术、生物工程、生物制药，医学检验，等专业均可。负责体外诊断试剂的研发、技术改进，质检，编写生产过程中的文件以及申报资料等。
,正式,医疗/健康,济南市,制药工程,本科及以上,免疫学、生物技术、生物工程、生物制药，医学检验，等专业均可。负责体外诊断试剂的研发、技术改进，质检，编写生产过程中的文件以及申报资料等。
,正式,医疗/健康,济南市,化学工程与工艺,本科及以上,免疫学、生物技术、生物工程、生物制药，医学检验，等专业均可。负责体外诊断试剂的研发、技术改进，质检，编写生产过程中的文件以及申报资料等。
,正式,医疗/健康,济南市,药物制剂,本科及以上,免疫学、生物技术、生物工程、生物制药，医学检验，等专业均可。负责体外诊断试剂的研发、技术改进，质检，编写生产过程中的文件以及申报资料等。
销售市场商务,正式,销售,济南市,不限专业,本科及以上,-
工艺研发岗,正式,设计,泰安市,机械设计制造及其自动化,本科及以上,1.学历：国家统招重点院校本科及以上学历       2.环境工程、化学工程、机械、热动等相关专业                   3.有责任心，有一点的抗压能力。
,正式,设计,泰安市,能源与动力工程,本科及以上,1.学历：国家统招重点院校本科及以上学历       2.环境工程、化学工程、机械、热动等相关专业                   3.有责任心，有一点的抗压能力。
项目管理岗,正式,项目管理,泰安市,能源与动力工程,硕士及以上,严谨认真，有进取心。
售后服务工程师,正式,售前/售后技术支持工程师,山东省 济南市,机械工程,大专及以上,1、 熟悉机械加工工艺，熟练钳工操作机技能（划线、钻孔、切割、磨削等）； 2、 熟练使用各类手动工具、电动工具，熟悉量具，检具。 3、了解电气柜的布线、安装、检查； 4、设备调试，电线电缆的焊接等； 5、能适应短时间出差，具有良好的交流能力； 
,正式,售前/售后技术支持工程师,山东省 济南市,机械设计制造及其自动化,大专及以上,1、 熟悉机械加工工艺，熟练钳工操作机技能（划线、钻孔、切割、磨削等）； 2、 熟练使用各类手动工具、电动工具，熟悉量具，检具。 3、了解电气柜的布线、安装、检查； 4、设备调试，电线电缆的焊接等； 5、能适应短时间出差，具有良好的交流能力； 
,正式,售前/售后技术支持工程师,山东省 济南市,电气工程及其自动化,大专及以上,1、 熟悉机械加工工艺，熟练钳工操作机技能（划线、钻孔、切割、磨削等）； 2、 熟练使用各类手动工具、电动工具，熟悉量具，检具。 3、了解电气柜的布线、安装、检查； 4、设备调试，电线电缆的焊接等； 5、能适应短时间出差，具有良好的交流能力； 
安装调试员,正式,机电工程师,山东省 济南市,机械类,大专及以上,1、 熟悉机械加工工艺，熟练钳工操作机技能（划线、钻孔、切割、磨削等）； 2、 熟练使用各类手动工具、电动工具，熟悉量具，检具。 3、了解电气柜的布线、安装、检查； 4、设备调试，电线电缆的焊接等； 5、能适应短时间出差，具有良好的交流能力； 6、年龄≤45岁； 7、吃苦耐劳，有责任心。 8、大专以上学历，能力突出者可放宽学历要求
,正式,机电工程师,山东省 济南市,机械工程,大专及以上,1、 熟悉机械加工工艺，熟练钳工操作机技能（划线、钻孔、切割、磨削等）； 2、 熟练使用各类手动工具、电动工具，熟悉量具，检具。 3、了解电气柜的布线、安装、检查； 4、设备调试，电线电缆的焊接等； 5、能适应短时间出差，具有良好的交流能力； 6、年龄≤45岁； 7、吃苦耐劳，有责任心。 8、大专以上学历，能力突出者可放宽学历要求
,正式,机电工程师,山东省 济南市,机械设计制造及其自动化,大专及以上,1、 熟悉机械加工工艺，熟练钳工操作机技能（划线、钻孔、切割、磨削等）； 2、 熟练使用各类手动工具、电动工具，熟悉量具，检具。 3、了解电气柜的布线、安装、检查； 4、设备调试，电线电缆的焊接等； 5、能适应短时间出差，具有良好的交流能力； 6、年龄≤45岁； 7、吃苦耐劳，有责任心。 8、大专以上学历，能力突出者可放宽学历要求
,正式,机电工程师,山东省 济南市,机械工艺技术,大专及以上,1、 熟悉机械加工工艺，熟练钳工操作机技能（划线、钻孔、切割、磨削等）； 2、 熟练使用各类手动工具、电动工具，熟悉量具，检具。 3、了解电气柜的布线、安装、检查； 4、设备调试，电线电缆的焊接等； 5、能适应短时间出差，具有良好的交流能力； 6、年龄≤45岁； 7、吃苦耐劳，有责任心。 8、大专以上学历，能力突出者可放宽学历要求
,正式,机电工程师,山东省 济南市,仪器类,大专及以上,1、 熟悉机械加工工艺，熟练钳工操作机技能（划线、钻孔、切割、磨削等）； 2、 熟练使用各类手动工具、电动工具，熟悉量具，检具。 3、了解电气柜的布线、安装、检查； 4、设备调试，电线电缆的焊接等； 5、能适应短时间出差，具有良好的交流能力； 6、年龄≤45岁； 7、吃苦耐劳，有责任心。 8、大专以上学历，能力突出者可放宽学历要求
,正式,机电工程师,山东省 济南市,电气类,大专及以上,1、 熟悉机械加工工艺，熟练钳工操作机技能（划线、钻孔、切割、磨削等）； 2、 熟练使用各类手动工具、电动工具，熟悉量具，检具。 3、了解电气柜的布线、安装、检查； 4、设备调试，电线电缆的焊接等； 5、能适应短时间出差，具有良好的交流能力； 6、年龄≤45岁； 7、吃苦耐劳，有责任心。 8、大专以上学历，能力突出者可放宽学历要求
,正式,机电工程师,山东省 济南市,电气工程及其自动化,大专及以上,1、 熟悉机械加工工艺，熟练钳工操作机技能（划线、钻孔、切割、磨削等）； 2、 熟练使用各类手动工具、电动工具，熟悉量具，检具。 3、了解电气柜的布线、安装、检查； 4、设备调试，电线电缆的焊接等； 5、能适应短时间出差，具有良好的交流能力； 6、年龄≤45岁； 7、吃苦耐劳，有责任心。 8、大专以上学历，能力突出者可放宽学历要求
文员,正式,销售行政专员,山东省 济南市,不限专业,大专及以上,1、大专以上学历；2、做事认真、细心、负责； 3、熟练使用office等办公软件，熟悉电脑操作； 4、具有服务意识，能适应较大的工作压力； 5、机敏灵活，具有较强的沟通协调能力。6、有网络推广和网络销售经验的优先考虑
机械工程师,正式,机械工程师,济南市,机械工程,本科及以上,l 本科或以上学历，机械设计、机电一体化等相关专业；l 试验机行业或机械设备行业从业经历1年以上，年龄＜40岁；l 具有良好的职业素养，熟练CAXA、Solidworks、Pro-E等设计软件；l 服从公司工作安排，团结同事，具有团队合作精神；l 身体健康、性格成熟沉稳、为人正直、能经常出差，具有工程师职称者优先；
,正式,机械工程师,济南市,机械设计制造及其自动化,本科及以上,l 本科或以上学历，机械设计、机电一体化等相关专业；l 试验机行业或机械设备行业从业经历1年以上，年龄＜40岁；l 具有良好的职业素养，熟练CAXA、Solidworks、Pro-E等设计软件；l 服从公司工作安排，团结同事，具有团队合作精神；l 身体健康、性格成熟沉稳、为人正直、能经常出差，具有工程师职称者优先；
液压工程师,正式,技术研发工程师,济南,机械工程,本科及以上,本科或以上学历，机械设计、机电一体化等相关专业；l        试验机行业或机械设备行业从业经历1年以上，年龄＜40岁；l        具有良好的职业素养，熟练CAXA、Solidworks、Pro-E等设计软件；l        服从公司工作安排，团结同事，具有团队合作精神；l        身体健康、能经常出差，具有工程师职称者优先；
